ID_Prestamo,Edad,Rango_Edad,Genero,Estado_Civil,Trabajo,Empleo_Desde,Vivienda,Propiedad,Status_Cuenta,Cuenta_Ahorro,Historial_Crediticio,Proposito,Monto_Credito,Duracion_Meses,Tasa_Cuota,Cuota_Mensual,Score_Cliente,Categoria_Score,Rango_Monto,Creditos_Existentes,Personas_Dependientes,Otros_Deudores,Otros_Planes_Cuota,Telefono,Extranjero,Riesgo,Fecha_Solicitud,Anio,Mes,Nombre_Mes,Trimestre,Dia_Semana
72,46,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Alquiler,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,730,7,4,104.29,566,Alto Riesgo (501-600),Micro (<1K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2024-04-14,2024,4,April,2,Sunday
73,51,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Otros,1164,8,3,145.5,448,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,2,Ninguno,Banco,Sí,Sí,Good,2023-03-07,2023,3,March,1,Tuesday
74,41,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Negocio,5954,42,2,141.76,596,Alto Riesgo (501-600),Grande (5K-10K),2,1,Ninguno,Banco,No,Sí,Good,2024-10-08,2024,10,October,4,Tuesday
75,40,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Sin propiedad conocida,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Educación,1977,36,4,54.92,581,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-04-01,2025,4,April,2,Tuesday
76,66,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),1526,12,4,127.17,474,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-07-02,2024,7,July,3,Tuesday
77,34,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,3965,42,4,94.4,592,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-05-16,2023,5,May,2,Tuesday
78,51,50+ (Senior),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Retraso en pagos pasados,Radio/Televisión,4771,11,2,433.73,541,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-03-08,2024,3,March,1,Friday
79,39,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Sin créditos / todos pagados,Auto (Usado),9436,54,2,174.74,652,Riesgo Medio (601-700),Grande (5K-10K),1,2,Ninguno,Ninguno,No,Sí,Good,2024-10-06,2024,10,October,4,Sunday
80,22,18-25 (Joven),Masculino,Casado/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,3832,30,2,127.73,560,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-03-11,2024,3,March,1,Monday
81,44,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Radio/Televisión,5943,24,1,247.62,543,Alto Riesgo (501-600),Grande (5K-10K),2,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-10-19,2025,10,October,4,Sunday
82,47,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,500 - 1000 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1213,15,4,80.87,690,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Tiendas,Sí,Sí,Good,2025-03-21,2025,3,March,1,Friday
83,24,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Alquiler,Seguro de vida / Ahorro,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Negocio,1568,18,3,87.11,644,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-07-28,2025,7,July,3,Monday
84,58,50+ (Senior),Femenino,Casado/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Otros,1755,24,4,73.12,644,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Garante,Ninguno,Sí,Sí,Good,2023-10-20,2023,10,October,4,Friday
85,52,50+ (Senior),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2315,10,3,231.5,575,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-06-26,2024,6,June,2,Wednesday
86,29,26-35 (Adulto Joven),Femenino,Casado/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Negocio,1412,12,4,117.67,474,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Garante,Ninguno,Sí,Sí,Good,2023-10-13,2023,10,October,4,Friday
87,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,1295,18,4,71.94,557,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-05-20,2024,5,May,2,Monday
88,47,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Educación,12612,36,1,350.33,569,Alto Riesgo (501-600),Muy Grande (>10K),1,2,Ninguno,Ninguno,Sí,Sí,Bad,2024-06-22,2024,6,June,2,Saturday
89,30,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,4 - 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),100 - 500 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),2249,18,4,124.94,594,Alto Riesgo (501-600),Pequeño (1K-3K),1,2,Ninguno,Ninguno,Sí,Sí,Good,2025-05-27,2025,5,May,2,Tuesday
90,28,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Sin créditos / todos pagados,Reparaciones,1108,12,4,92.33,695,Riesgo Medio (601-700),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Bad,2025-03-28,2025,3,March,1,Friday
91,56,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,618,12,4,51.5,562,Alto Riesgo (501-600),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-01-11,2025,1,January,1,Saturday
92,54,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),1409,12,4,117.42,539,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-03-25,2024,3,March,1,Monday
93,33,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,>= 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,797,12,4,66.42,538,Alto Riesgo (501-600),Micro (<1K),1,2,Ninguno,Banco,No,Sí,Bad,2023-10-11,2023,10,October,4,Wednesday
94,20,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Alquiler,Sin propiedad conocida,>= 200 DM (Buen balance),Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,3617,24,4,150.71,570,Alto Riesgo (501-600),Mediano (3K-5K),2,1,Co-solicitante,Ninguno,No,Sí,Good,2025-11-09,2025,11,November,4,Sunday
95,54,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),>= 1000 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1318,12,4,109.83,678,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-10-07,2025,10,October,4,Tuesday
96,58,50+ (Senior),Masculino,Soltero/a,Empleado calificado,< 1 año,Alquiler,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Sin créditos / todos pagados,Negocio,15945,54,3,295.28,546,Alto Riesgo (501-600),Muy Grande (>10K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2023-07-06,2023,7,July,3,Thursday
97,61,50+ (Senior),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Educación,2012,12,4,167.67,518,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-04-07,2023,4,April,2,Friday
98,34,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Negocio,2622,18,4,145.67,657,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-08-13,2023,8,August,3,Sunday
99,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,2337,36,4,64.92,600,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-11-10,2023,11,November,4,Friday
100,36,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,4 - 7 años,Alquiler,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,Auto (Usado),7057,20,3,352.85,502,Alto Riesgo (501-600),Grande (5K-10K),2,2,Ninguno,Banco,Sí,Sí,Good,2023-11-24,2023,11,November,4,Friday
101,41,36-50 (Adulto),Masculino,Casado/a,No calificado - Residente,>= 7 años,Alquiler,Bienes raíces,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1469,24,4,61.21,597,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-05-14,2025,5,May,2,Wednesday
102,24,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2323,36,4,64.53,647,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-05-11,2023,5,May,2,Thursday
103,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,Radio/Televisión,932,6,3,155.33,509,Alto Riesgo (501-600),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-02-27,2025,2,February,1,Thursday
104,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,1919,9,4,213.22,485,Muy Alto Riesgo (300-500),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-02-20,2025,2,February,1,Thursday
105,26,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,< 1 año,Alquiler,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),2445,12,2,203.75,535,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-08-16,2025,8,August,3,Saturday
106,39,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Otros,11938,24,2,497.42,512,Alto Riesgo (501-600),Muy Grande (>10K),2,2,Co-solicitante,Ninguno,Sí,Sí,Bad,2025-12-19,2025,12,December,4,Friday
107,39,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Sin propiedad conocida,Sin cuenta corriente,< 100 DM,Todos créditos pagados en este banco,Auto (Nuevo),6458,18,2,358.78,696,Riesgo Medio (601-700),Grande (5K-10K),2,2,Ninguno,Banco,Sí,Sí,Bad,2024-05-29,2024,5,May,2,Wednesday
108,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),6078,12,2,506.5,645,Riesgo Medio (601-700),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-01-24,2023,1,January,1,Tuesday
109,30,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Muebles/Equipamiento,7721,24,1,321.71,537,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Ninguno,Sí,No,Good,2023-08-23,2023,8,August,3,Wednesday
110,35,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),500 - 1000 DM,Créditos existentes pagados puntualmente,Negocio,1410,14,1,100.71,717,Bajo Riesgo (701-850),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-06-30,2024,6,June,2,Sunday
111,31,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Retraso en pagos pasados,Negocio,1449,6,1,241.5,512,Alto Riesgo (501-600),Pequeño (1K-3K),2,2,Ninguno,Banco,No,Sí,Good,2024-11-27,2024,11,November,4,Wednesday
112,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Seguro de vida / Ahorro,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Educación,392,15,4,26.13,659,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-08-17,2023,8,August,3,Thursday
113,28,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Alquiler,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),6260,18,3,347.78,601,Riesgo Medio (601-700),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-08-24,2024,8,August,3,Saturday
114,25,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),7855,36,4,218.19,533,Alto Riesgo (501-600),Grande (5K-10K),2,1,Ninguno,Tiendas,Sí,Sí,Bad,2025-06-09,2025,6,June,2,Monday
115,35,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),500 - 1000 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1680,12,3,140.0,624,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-11-20,2023,11,November,4,Monday
116,47,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,3578,48,4,74.54,569,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-07-18,2025,7,July,3,Friday
117,30,26-35 (Adulto Joven),Femenino,Casado/a,Alta gerencia / Autónomo,4 - 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Radio/Televisión,7174,42,4,170.81,608,Riesgo Medio (601-700),Grande (5K-10K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2023-01-07,2023,1,January,1,Saturday
118,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Bienes raíces,< 0 DM (Sobregiro),Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,2132,10,2,213.2,364,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Co-solicitante,Ninguno,No,No,Good,2024-06-23,2024,6,June,2,Sunday
119,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),500 - 1000 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,4281,33,1,129.73,504,Alto Riesgo (501-600),Mediano (3K-5K),2,1,Ninguno,Ninguno,No,Sí,Bad,2025-10-22,2025,10,October,4,Wednesday
120,36,36-50 (Adulto),Masculino,Divorciado/a,Alta gerencia / Autónomo,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),500 - 1000 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),2366,12,3,197.17,572,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-01-01,2024,1,January,1,Monday
121,25,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1835,21,3,87.38,643,Riesgo Medio (601-700),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-11-05,2025,11,November,4,Wednesday
122,41,36-50 (Adulto),Femenino,Casado/a,Alta gerencia / Autónomo,>= 7 años,Alquiler,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),3868,24,4,161.17,462,Muy Alto Riesgo (300-500),Mediano (3K-5K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2023-08-06,2023,8,August,3,Sunday
123,24,18-25 (Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1768,12,3,147.33,612,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-09-03,2024,9,September,3,Tuesday
124,63,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,>= 200 DM (Buen balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),781,10,4,78.1,547,Alto Riesgo (501-600),Micro (<1K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-11-05,2025,11,November,4,Wednesday
125,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Bienes raíces,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1924,18,4,106.89,597,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2024-02-12,2024,2,February,1,Monday
126,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),2121,12,4,176.75,535,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2023-11-10,2023,11,November,4,Friday
127,40,36-50 (Adulto),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,701,12,4,58.42,590,Alto Riesgo (501-600),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-02-04,2025,2,February,1,Tuesday
128,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Reparaciones,639,12,4,53.25,663,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-11-27,2023,11,November,4,Monday
129,34,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,Desempleado,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),1860,12,4,155.0,462,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-12-22,2025,12,December,4,Monday
130,29,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),3499,12,3,291.58,424,Muy Alto Riesgo (300-500),Mediano (3K-5K),2,1,Co-solicitante,Ninguno,No,Sí,Bad,2023-01-02,2023,1,January,1,Monday
131,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Nuevo),8487,48,1,176.81,623,Riesgo Medio (601-700),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-10-25,2024,10,October,4,Friday
132,29,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Retraso en pagos pasados,Educación,6887,36,4,191.31,502,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Tiendas,Sí,Sí,Bad,2025-09-27,2025,9,September,3,Saturday
133,27,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,< 1 año,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2708,15,2,180.53,548,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Banco,No,Sí,Good,2023-02-09,2023,2,February,1,Thursday
134,47,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1984,18,4,110.22,564,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Banco,No,Sí,Good,2023-08-18,2023,8,August,3,Friday
135,21,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Radio/Televisión,10144,60,2,169.07,602,Riesgo Medio (601-700),Muy Grande (>10K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-01-13,2025,1,January,1,Monday
136,38,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,1240,12,4,103.33,606,Riesgo Medio (601-700),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2024-09-21,2024,9,September,3,Saturday
137,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,>= 1000 DM,Retraso en pagos pasados,Auto (Usado),8613,27,2,319.0,466,Muy Alto Riesgo (300-500),Grande (5K-10K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-05-05,2024,5,May,2,Sunday
138,66,50+ (Senior),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),500 - 1000 DM,Créditos existentes pagados puntualmente,Radio/Televisión,766,12,4,63.83,670,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-04-29,2023,4,April,2,Saturday
139,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,2728,15,4,181.87,574,Alto Riesgo (501-600),Pequeño (1K-3K),3,1,Garante,Banco,Sí,Sí,Good,2024-05-08,2024,5,May,2,Wednesday
140,44,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Alquiler,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1881,12,2,156.75,623,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-06-11,2023,6,June,2,Sunday
